num_runs	$D$	$R$
1339	1510694	6758591
1340	1532401	6848083
1341	1479950	6893908
1342	1547250	6790528
1343	1529154	6784643
1344	1550252	6677252
1345	1527520	6759823
1346	1532529	6933558
1347	1573092	6761671
1348	1522695	6820730
1349	1479765	6876151
1350	1503290	6696826
1351	1497735	6909878
1352	1476549	6807909
1353	1536599	6909376
1354	1458326	6772098
1355	1548291	6841184
1356	1530725	6774492
1357	1562671	6815187
1358	1504868	6758812
1359	1503322	6724547
1360	1541769	6875592
1361	1471523	6841603
1362	1536685	6720171
1363	1522372	6822922
1364	1534395	6868003
1365	1506809	6683939
1366	1502686	6726856
1367	1523211	6671022
1368	1543783	6858611
1369	1505433	6879112
1370	1527138	6862459
1371	1524997	6803912
1372	1467455	6666424
1373	1504970	6732647
1374	1468290	6986335
1375	1496137	6867906
1376	1446435	6836403
1377	1454542	6960009
1378	1521807	6773490
1379	1492963	6772595
1380	1507459	6796999
1381	1478990	6738806
1382	1565431	6649629
1383	1515784	6829465
1384	1503112	6696794
1385	1469706	6950358
1386	1532035	6771252
1387	1467957	6700947
1388	1475140	6692207
1389	1540596	6751884
1390	1508894	6722377
1391	1501118	6595630
1392	1500495	6821591
1393	1578178	6719812
1394	1520564	6852079
1395	1568861	6923924
1396	1481207	6874788
1397	1553696	6739232
1398	1496107	6793155
1399	1523427	6708591
1400	1513544	6722457
1401	1514881	6846489
1402	1515767	6719693
1403	1522301	6859169
1404	1468574	6698902
1405	1539622	6785416
1406	1511357	6703538
1407	1519036	7016202
1408	1490348	6738106
1409	1540795	6795478
1410	1448363	6949435
1411	1465207	6946489
1412	1504502	6882094
1413	1465996	6774253
1414	1518563	6695330
1415	1460067	6795642
1416	1542587	6664325
1417	1540043	6702726
1418	1520557	6729467
1419	1475160	6688211
1420	1511149	6821869
1421	1502770	6946168
1422	1500434	6862820
1423	1541355	6788715
1424	1531429	6699449
1425	1501155	6687570
1426	1531820	6788918
1427	1506522	6799711
1428	1551344	6825684
1429	1501040	6668558
1430	1518198	6991617
1431	1489563	6696192
1432	1523162	6736733
1433	1537924	6773541
1434	1544684	6854812
1435	1552110	6699263
1436	1515363	6748983
1437	1513787	6900259
1438	1529807	6769171
1439	1563626	6753243
1440	1555966	6774219
1441	1519443	6710991
1442	1506646	6746446
1443	1510305	6702649
1444	1512191	6693096
1445	1524308	6668352
1446	1508280	6843568
1447	1509236	6686294
1448	1539805	6832036
1449	1491218	6707466
1450	1531931	6747558
1451	1510903	6752293
1452	1476617	6773637
1453	1479914	6662322
1454	1572012	6770132
1455	1516190	6835246
1456	1487422	6845394
1457	1484807	6705927
1458	1548122	6682952
1459	1480014	6804754
1460	1489900	6685812
1461	1516216	6748296
1462	1497802	6768897
1463	1480180	6853446
1464	1474731	6767198
1465	1543109	6801077
1466	1439124	6816241
1467	1494978	6607016
1468	1544277	6630955
1469	1515440	6609372
1470	1511968	6890009
1471	1501175	6835672
1472	1520242	6854112
1473	1521441	6754242
1474	1506109	6684092
1475	1543371	6915964
1476	1508449	6707094
1477	1496487	6769405
1478	1478642	6654263
1479	1530636	6770835
1480	1528608	6779464
1481	1499937	6756036
1482	1523310	6779759
1483	1490244	6782218
1484	1505897	6735531
1485	1521398	6833477
1486	1498795	6765682
1487	1473635	6870356
1488	1485304	6904449
1489	1495228	6731010
1490	1519881	6811176
1491	1515385	6755630
1492	1502346	6763942
1493	1504703	6824408
1494	1533688	6731233
1495	1479616	6770229
1496	1485962	6885368
1497	1545374	6824783
1498	1510043	6785856
1499	1518120	6714299
1500	1503412	6668941
1501	1540236	6804428
1502	1512402	6748506
1503	1492976	6833243
1504	1573068	6834948
1505	1509057	6795368
1506	1535662	6764814
1507	1530235	6807579
1508	1469678	6590110
1509	1526604	6731202
1510	1485163	6714014
1511	1427263	6772144
1512	1506121	6709909
1513	1568974	6814571
1514	1545425	6750920
1515	1541387	6808765
1516	1549376	6843453
1517	1553059	6782174
1518	1503091	6742904
1519	1506567	6702413
1520	1556562	6766194
1521	1487068	6792996
1522	1579165	6863772
1523	1523394	6754724
1524	1521294	6896716
1525	1490485	6833985
1526	1487315	6791113
1527	1492350	6819609
1528	1494029	6819263
1529	1480543	6957157
1530	1536623	6725373
1531	1545455	6741793
1532	1559717	6825752
1533	1509434	6711720
1534	1547060	6789056
1535	1470351	6769177
1536	1534343	6844396
1537	1506324	6747282
1538	1531923	6784337
1539	1484492	6826348
1540	1530007	6830941
1541	1541339	6806176
1542	1454875	6712078
1543	1472255	6757828
1544	1541023	6792525
1545	1504849	6727289
1546	1538389	6761343
1547	1504483	6820238
1548	1467511	6831858
1549	1524613	6723099
1550	1487934	6787752
1551	1473062	6785870
1552	1488887	6828141
1553	1496556	6821376
1554	1462679	6756055
1555	1493803	6679215
1556	1456167	6887986
1557	1508581	6706490
1558	1498072	6798463
1559	1614860	6845114
1560	1472269	6726259
1561	1480887	6785878
1562	1460541	6797132
1563	1556260	6819420
1564	1526822	6800536
1565	1527730	6684236
1566	1533481	6786371
1567	1490645	6710858
1568	1534348	6833039
1569	1505038	6633590
1570	1509504	6752874
1571	1516187	6920362
1572	1515090	6841628
1573	1578293	6806541
1574	1517315	6831237
1575	1482040	6875188
1576	1514743	6763935
1577	1495731	6779725
1578	1453606	6780216
1579	1467461	6739629
1580	1487754	6949975
1581	1512468	6710937
1582	1542949	6782271
1583	1554924	6825482
1584	1530459	6716362
1585	1533117	6844709
1586	1467810	6662444
1587	1557726	6807316
1588	1479489	6781291
1589	1551517	6732860
1590	1513331	6788911
1591	1515950	6709435
1592	1489777	6817731
1593	1507037	7008435
1594	1483358	6892679
1595	1545711	6841858
1596	1479584	6672325
1597	1462466	6705327
1598	1617869	6600795
1599	1492437	6737806
1600	1497753	6919212
1601	1513768	6720878
1602	1527060	6898030
1603	1467106	6780552
1604	1491390	6795395
1605	1521103	6785603
1606	1521090	6745303
1607	1470386	6845864
1608	1497202	6813869
1609	1455230	6791643
1610	1531005	6816557
1611	1559749	6894750
1612	1505237	6859563
1613	1493011	6697310
1614	1554432	6911002
1615	1500885	6806575
1616	1519693	6714495
1617	1527798	6663609
1618	1590489	6825580
1619	1538177	6698336
1620	1473246	6776217
1621	1532762	6914763
1622	1489392	6758486
1623	1550698	6841967
1624	1515195	6805295
1625	1527284	6945640
1626	1511794	6745350
1627	1526314	6648346
1628	1461927	6849105
1629	1518111	6792252
1630	1435168	6845060
1631	1510265	6719479
1632	1498987	6935440
1633	1477861	6838721
1634	1535851	6800568
1635	1516373	6877676
1636	1497841	6906929
1637	1527007	6794918
1638	1481694	6904501
1639	1521482	6752059
1640	1477490	6876029
1641	1460943	6800634
1642	1521775	6864490
1643	1526726	6759963
1644	1534079	6769355
1645	1565888	6586236
1646	1477957	6619504
1647	1540922	6780525
1648	1538790	6833965
1649	1507203	6753711
1650	1535178	6697196
1651	1525390	6770081
1652	1491478	6793701
1653	1531492	6702910
1654	1460910	6797909
1655	1520381	6693800
1656	1465565	6797301
1657	1539937	6710137
1658	1570830	6757991
1659	1515005	6780545
1660	1467203	6701652
1661	1500267	6885118
1662	1483317	6821421
1663	1532340	6786331
1664	1530372	6904387
1665	1504581	6652355
1666	1472310	6809825
1667	1452439	6577086
1668	1526791	6784712
1669	1488789	6916640
1670	1527920	6699173
1671	1530603	6854252
1672	1535068	6761428
1673	1486188	6826018
1674	1542482	6917379
1675	1511161	6843036
1676	1506141	6771066
1677	1506006	6873224
1678	1538330	6773006
1679	1517706	6749324
1680	1515974	6851824
1681	1495067	6659370
1682	1534757	6991530
1683	1487457	6947652
1684	1499417	6817777
1685	1502873	6795129
1686	1474350	6925832
1687	1546356	6617621
1688	1493807	6773400
1689	1499331	6734660
1690	1501234	6864894
1691	1520833	6767079
1692	1500788	6876513
1693	1488091	6669496
1694	1489581	6676265
1695	1481637	6725939
1696	1488532	6916144
1697	1490380	6932936
1698	1466582	6688814
1699	1550362	6561802
1700	1532888	6869149
1701	1493086	6700551
1702	1519309	6834123
1703	1542631	6711675
1704	1482496	6805396
1705	1506786	6804456
1706	1487105	6686441
1707	1524948	6721771
1708	1547728	6931661
1709	1498199	6819677
1710	1501910	6854287
1711	1453785	6732306
1712	1484233	6692197
1713	1550906	6764624
1714	1501160	6779381
1715	1439485	6822011
1716	1531694	6831037
1717	1506515	6841198
1718	1478246	6788920
1719	1507265	6794656
1720	1550163	6838901
1721	1472143	6789060
1722	1538958	6797621
1723	1539826	6835011
1724	1526532	6736336
1725	1535612	6807090
1726	1489743	6722910
1727	1511724	6722307
1728	1543895	6833554
1729	1526462	6785978
1730	1473678	6906225
1731	1445848	6755228
1732	1495577	6818757
1733	1508332	6867682
1734	1449904	6720191
1735	1484436	6688414
1736	1544953	6706619
1737	1561716	6779161
1738	1464228	6682340
1739	1480319	6626884
1740	1472347	6719891
1741	1533548	6836875
1742	1517024	6761729
1743	1537560	6809773
1744	1519515	6727369
1745	1510407	6744075
1746	1456302	6784023
1747	1509303	6775634
1748	1495913	6724542
1749	1531355	6654303
1750	1529659	6838085
1751	1492712	6672026
1752	1468058	6744865
1753	1535183	6758312
1754	1491792	6773862
1755	1478814	6656855
1756	1533526	6798405
1757	1513659	6865260
1758	1518984	6861625
1759	1511968	6819328
1760	1503164	6796805
1761	1507402	6721852
1762	1452118	6684562
1763	1498663	6761146
1764	1539338	6761257
1765	1495277	6707157
1766	1465076	6831144
1767	1468037	6779064
1768	1483972	6813982
1769	1510279	6753430
1770	1524407	6722980
1771	1480810	6869464
1772	1509210	6793836
1773	1530306	6799549
1774	1495323	6667049
1775	1522471	6673030
1776	1444283	6847236
1777	1548470	6738343
1778	1511505	6749466
1779	1524777	6750123
1780	1490827	6798793
1781	1546971	6921431
1782	1515030	6744025
1783	1516932	6684706
1784	1539537	6840137
1785	1474517	6725129
1786	1462509	6682126
1787	1534156	6664136
1788	1526824	6771800
1789	1506713	6951307
1790	1493027	6914240
1791	1505336	6699850
1792	1571139	6838366
1793	1565930	6834895
1794	1550065	6806784
1795	1524573	6947941
1796	1447594	6740066
1797	1532083	6807075
1798	1508303	6806776
1799	1491724	6843939
1800	1500665	6845828
1801	1489791	6861435
1802	1449905	6801173
1803	1566223	6745974
1804	1510493	6713887
1805	1499196	6782682
1806	1511241	6701079
1807	1537784	6755875
1808	1482547	6751992
1809	1505173	6836530
1810	1531933	6610130
1811	1508987	6805631
1812	1569264	6807642
1813	1480863	6822494
1814	1542401	6786318
1815	1495740	6930454
1816	1505794	6761654
1817	1519498	6735726
1818	1546653	6702338
1819	1489317	6848927
1820	1501796	6756901
1821	1486641	6752375
1822	1545190	6765594
1823	1509019	6765349
1824	1505950	6778007
1825	1482269	6683756
1826	1492964	6805308
1827	1488977	6722884
1828	1502538	6960834
1829	1536017	6822128
1830	1505165	6853237
1831	1521406	6725955
1832	1526581	6791319
1833	1556913	6806484
1834	1465515	6855769
1835	1544919	6794027
1836	1524270	6903644
1837	1525026	6838984
1838	1550376	6841608
1839	1509574	6697387
1840	1497928	6815568
1841	1497891	6865415
1842	1495838	6797107
1843	1522902	6726432
1844	1497040	6632763
1845	1510463	6757553
1846	1505633	6839308
1847	1461950	6871458
1848	1512658	6835372
1849	1502830	6751576
1850	1510724	6798042
1851	1501874	6702720
1852	1461596	6763241
1853	1501084	6947339
1854	1508838	6672929
1855	1458145	6821385
1856	1530238	6655233
1857	1519417	6844213
1858	1500904	6777384
1859	1478847	6815710
1860	1477628	6864404
1861	1522061	6839847
1862	1508115	6805643
1863	1526831	6810427
1864	1566321	6773780
1865	1504664	6731176
1866	1517994	6754152
1867	1494391	6786286
1868	1534921	6805345
1869	1488456	6794047
1870	1494375	6808352
1871	1502358	6749283
1872	1480945	6839319
1873	1531630	6949994
1874	1538609	6802967
1875	1508493	6579359
1876	1539014	6739507
1877	1506375	6735232
1878	1516258	6614174
1879	1538994	6715238
1880	1516979	6788977
1881	1538120	6745021
1882	1502370	6838791
1883	1540968	6855552
1884	1507793	6721799
1885	1530281	6809859
1886	1572215	6816623
1887	1475761	6680043
1888	1530251	6817953
1889	1493766	6745748
1890	1492712	6732484
1891	1525336	6816332
1892	1515135	6863369
1893	1566646	6848612
1894	1471738	6734770
1895	1468590	6776149
1896	1451671	6753933
1897	1527691	6877802
1898	1520728	6945248
1899	1538096	6774526
1900	1523631	6811651
1901	1508659	6792792
1902	1438451	6758841
1903	1573760	6788045
1904	1490600	6911990
1905	1487373	6742886
1906	1567321	6856671
1907	1504622	6827058
1908	1540907	6886755
1909	1478202	6870029
1910	1450045	6752921
1911	1529421	6745886
1912	1468101	6712860
1913	1501226	6649768
1914	1493823	6785505
1915	1498984	6870804
1916	1494998	6813858
1917	1475137	6774692
1918	1532439	6701318
1919	1525865	6783926
1920	1532885	6734358
1921	1531011	6869807
1922	1544271	6955164
1923	1490229	6950629
1924	1529837	6705108
1925	1528189	6866467
1926	1537270	6832850
1927	1494958	6848472
1928	1513118	6728534
1929	1501992	6706541
1930	1538183	6751050
1931	1456892	6756645
1932	1456387	6735143
1933	1520691	6703312
1934	1534812	6710709
1935	1518310	6889625
1936	1461623	6824060
1937	1518115	6786530
1938	1494476	6678626
1939	1484028	6823934
1940	1515241	6671263
1941	1536673	6713603
1942	1516510	6869191
1943	1491605	6622591
1944	1532680	6807410
1945	1533212	6751139
1946	1487439	6796726
1947	1531383	6718269
1948	1488222	6818232
1949	1534381	6892312
1950	1484149	6645074
1951	1535667	6843084
1952	1505862	6866558
1953	1464997	6781453
1954	1553847	6703465
1955	1497832	6663878
1956	1524501	6925735
1957	1513909	6902290
1958	1543021	6779188
1959	1502548	6833681
1960	1478335	6720787
1961	1478563	6851320
1962	1530620	6805010
1963	1545655	6704891
1964	1529513	6870897
1965	1511041	6816842
1966	1513301	6681080
1967	1537227	6931691
1968	1465392	6735569
1969	1531231	6861602
1970	1463420	6754141
1971	1471285	6719832
1972	1489876	6732797
1973	1593672	6746707
1974	1488330	6811937
1975	1469184	6765203
1976	1540404	6849649
1977	1495399	6823263
1978	1503762	6855971
1979	1570577	6940248
1980	1528411	6908855
1981	1492958	6703315
1982	1455594	6678265
1983	1466660	6718654
1984	1484099	6774188
1985	1546106	6820271
1986	1510317	6804754
1987	1520948	6619964
1988	1522894	6765708
1989	1466327	6742004
1990	1527945	6771334
1991	1498637	6944327
1992	1548399	6683787
1993	1471713	6740543
1994	1489356	6816077
1995	1529914	6666880
1996	1490850	6873528
1997	1453659	6729009
1998	1501806	6810450
1999	1531247	6863770
2000	1556942	6803168
2001	1545054	6709242
2002	1503488	6796060
2003	1485556	6839481
2004	1544836	6557544
2005	1503307	6833282
2006	1538639	6714637
2007	1501086	6716282
2008	1523431	6763921
2009	1530218	6675277
2010	1529813	6812562
2011	1532630	6698323
2012	1531566	6781536
2013	1499680	6847643
2014	1533858	6877279
2015	1600189	6727092
2016	1541575	6837370
2017	1535532	6751546
2018	1518385	6850338
2019	1478816	6891562
2020	1501856	6779476
2021	1522247	6877933
2022	1549415	6749827
2023	1534884	6768120
2024	1515830	6621268
2025	1506353	6963001
2026	1505604	6839911
2027	1482232	6778135
2028	1505702	6834345
2029	1477601	6698693
2030	1559781	6829713
2031	1501573	6746310
2032	1526608	6840895
2033	1553082	6862358
2034	1516503	6647151
2035	1470050	6725903
2036	1492300	6817692
2037	1521135	6816482
2038	1490899	6842657
2039	1476771	6789434
2040	1473373	6833053
2041	1566228	6767051
2042	1505352	6689433
2043	1437188	6753929
2044	1455897	6853398
2045	1492924	6710110
2046	1468857	6795519
2047	1498790	6749843
2048	1498240	6790231
2049	1592522	6795603
2050	1487726	6721836
2051	1506159	6803568
2052	1520552	6692589
2053	1454514	6778675
2054	1530381	6830476
2055	1524066	6840730
2056	1498382	6769421
2057	1467636	6812639
2058	1530916	6616624
2059	1525795	6862012
2060	1528689	6753241
2061	1521570	6875204
2062	1534377	6747326
2063	1495027	6846293
2064	1515922	6852282
2065	1532996	6701207
2066	1542718	6755907
2067	1495383	6723259
2068	1543760	6742377
2069	1468102	6787632
2070	1507328	6741747
2071	1506610	6790662
2072	1464620	7005518
2073	1503483	6855552
2074	1532773	6846216
2075	1524418	6749481
2076	1545053	6850010
2077	1473032	6727354
2078	1502702	6670273
2079	1528017	6819395
2080	1500600	6691749
2081	1473737	6823180
2082	1518365	6810997
2083	1512152	6616274
2084	1451231	6660021
2085	1479516	6749440
2086	1496323	6797663
2087	1504475	6867729
2088	1455648	6722915
2089	1470587	6696849
2090	1512343	6761163
2091	1501044	6700488
2092	1522787	6683510
2093	1520412	6821504
2094	1549468	6769553
2095	1524027	6719955
2096	1477769	6915352
2097	1457710	6739850
2098	1528700	6871597
2099	1515541	6661180
2100	1459981	6745588
2101	1521015	6781478
2102	1520018	6688177
2103	1571539	7004126
2104	1473141	6787358
2105	1515321	6739226
2106	1491003	6840166
2107	1506163	6989868
2108	1496207	6823420
2109	1524914	6900762
2110	1523753	6825862
2111	1501087	6851522
2112	1532436	6732455
2113	1485151	6757096
2114	1550367	6830774
2115	1512203	6790828
2116	1547190	6800549
2117	1464948	6784578
2118	1510393	6893289
2119	1528408	6670517
2120	1508938	6870121
2121	1514111	6801624
2122	1521198	6915524
2123	1495551	6766731
2124	1539023	6734765
2125	1516755	6824352
2126	1502288	6827799
2127	1492293	6851856
2128	1492982	6711792
2129	1505746	6708937
2130	1516403	6909415
2131	1483247	6732167
2132	1551653	6651390
2133	1558608	6688473
2134	1505258	6727498
2135	1505675	6957365
2136	1469603	6875936
2137	1505286	6822933
2138	1532658	6805479
2139	1559999	6727168
2140	1490086	6724663
2141	1515162	6685970
2142	1495497	6667285
2143	1524178	6815382
2144	1489280	6723451
2145	1465241	6816799
2146	1535907	6803543
2147	1512715	6660704
2148	1487029	6835370
2149	1525834	6647501
2150	1519068	6812343
2151	1518225	6719862
2152	1502911	6752576
2153	1585586	6742501
2154	1523710	6868672
2155	1537596	6884956
2156	1522224	6758813
2157	1497472	6773499
2158	1483369	6742939
2159	1550006	6828648
2160	1523817	6722070
2161	1542047	6799248
2162	1503239	6769403
2163	1490486	6817834
2164	1494883	6858959
2165	1530823	6837417
2166	1504527	6759975
2167	1514978	6727659
2168	1514158	6957499
2169	1531563	6773225
2170	1506433	6769246
2171	1532710	6927175
2172	1469221	6797277
2173	1519757	6820362
2174	1454629	6696918
2175	1513432	6860204
2176	1528147	6853525
2177	1508203	6688804
2178	1447273	6792789
2179	1514879	6708790
2180	1517209	6802385
2181	1516999	6778892
2182	1517415	6813653
2183	1497219	6782479
2184	1492567	6780636
2185	1519869	6893462
2186	1477485	6731000
2187	1538089	6656887
2188	1535971	7058097
2189	1497645	6847634
2190	1502875	6905167
2191	1512235	6862069
2192	1478425	6639396
2193	1480069	6847732
2194	1511740	6905549
2195	1517816	6704626
